,管道1温度,管道2温度,管道3温度,管道4温度,管道5温度,管道6温度,管道7温度,管道8温度,管道9温度,管道10温度
#3角UD层二次风调节挡板位置反馈,-2.2347477640573756,-1.4009287350692339,2.637978224011117,2.374664145626273,1.5038636357032935,1.9820893062689826,-0.756189938322144,0.47492739744395657,-1.019512215050674,-1.921919788076051
#4角UD层二次风调节挡板位置反馈,2.4325148706600346,3.4317345395237053,-2.7469091531531413,-3.305699121703072,-1.9956242379043134,-2.9033319273946425,1.8848953479353083,0.8091901609405476,2.5723141671424545,3.344217315828736
#1角UC层二次风调节挡板位置反馈,0.33049277715956454,0.4055606834051988,1.7589390299753422,1.4805157796651562,1.0916071691093105,1.579219582987746,0.2603775309589766,0.21427056672693937,-0.953572475413585,3.144775507456557
#2角UC层二次风调节挡板位置反馈,0.43768080735902587,1.4309144419658097,-0.8542079355409588,-0.8348103370589017,-0.3780358346616425,-1.5307049793798313,0.007036559393601243,0.7715857107136015,1.4270078981542473,-3.372340918426867
#3角UC层二次风调节挡板位置反馈,-0.4815292810316394,-0.7176877539315841,-1.293587203520716,-1.082636477906499,-1.1359566573899265,-0.8435295580480533,-0.3561908884644964,-1.1052684651625733,0.0029093061883710934,-1.157148695303655
#4角UC层二次风调节挡板位置反馈,0.015065216691828394,-0.4244534003734919,-0.10013410992993471,-0.1814201849585336,-0.1765423112878506,-0.1244796282125076,-0.0585818844005693,-0.011926715934560394,-0.139681569520996,2.3368055077095082
#1角UB层二次风调节挡板位置反馈,-0.12444960870804672,0.554498683797427,0.5155643080791222,0.24258921471867612,0.07982887727121485,0.013099058750924777,1.3937446834972098,0.09605848201142009,1.9214640662449147,0.8260000084204169
#2角UB层二次风调节挡板位置反馈,0.019269361435746035,-0.1988699997801413,0.05874669588299221,-0.027425517548190954,0.11523187634808575,0.42161008298481617,-1.556391663046111,-0.08075005001339325,-2.9435172257766933,-0.08077354769307514
#3角UB层二次风调节挡板位置反馈,0.09201729698459002,0.046778297894549264,-0.015233002595250608,-0.1023349808817176,-0.14097309016149462,-0.21836106522779708,-0.10039790285583555,0.07271341060137948,-0.0018062741440243307,-0.08449590708654131
#4角UB层二次风调节挡板位置反馈,0.0004759032494644627,-0.37349308417062177,-0.5431727085835483,-0.17709585929429822,-0.08702173283741835,-0.2891875308866978,0.32107279327847665,0.002718805124126339,1.1005631232433284,-0.5629912572578666
#1角UA层二次风调节挡板位置反馈,-0.12444960870847001,0.5544986837965457,0.5155643080782788,0.24258921471868056,0.07982887727099042,0.013099058750733958,1.393744683496909,0.09605848201114031,1.921464066244973,0.8260000084200516
#2角UA层二次风调节挡板位置反馈,0.019269361435743357,-0.19886999978057893,0.05874669588241134,-0.027425517548187624,0.11523187634795044,0.4216100829846769,-1.5563916630463304,-0.08075005001355093,-2.9435172257761977,-0.08077354769320276
#3角UA层二次风调节挡板位置反馈,0.09201729698771416,0.046778297893880084,-0.01523300259573417,-0.10233498088167392,-0.14097309016128096,-0.21836106522712062,-0.10039790285645175,0.07271341060254213,-0.0018062741412392669,-0.08449590708821647
#4角UA层二次风调节挡板位置反馈,0.0004759032505794458,-0.37349308417109695,-0.5431727085836711,-0.17709585929428776,-0.08702173283733691,-0.28918753088633514,0.32107279327808497,0.0027188051246838305,1.1005631232439153,-0.5629912572589785
#1角FF层二次风调节挡板位置反馈,-0.754369189863755,-2.358459030812939,-0.2595856561289878,0.7389337086278639,0.441555019941704,0.9999809533222421,1.3681091989909169,1.0073663263030372,0.67743089977213,-0.5473818910326476
#2角FF层二次风调节挡板位置反馈,-0.28910972357702924,1.4913965138960874,0.9814670178477057,0.3584978028517151,0.18895855886244492,1.1470681160566558,-1.9325507033678182,-1.2697766202612988,-4.038791494581831,-1.321819373022167
#3角FF层二次风调节挡板位置反馈,0.28564063859948585,-0.005248321682946509,0.42772769546580536,-0.5299360671068254,-0.14503084326034368,-1.045588221034902,-0.329175087349592,0.7522689287823193,1.5700997555010918,0.30856520783049085
#4角FF层二次风调节挡板位置反馈,1.5104715388160017,0.5410073738520905,-0.3842441025550408,-0.030352731081717085,-0.11784851707767828,-0.1633685221856633,-0.21921015757460388,0.3690869096227526,-0.3022946558758234,3.6192423872109236
#1角F层二次风调节挡板位置反馈,-0.004103238766042624,-0.05051533306616879,0.631710269976697,0.9122115662294666,0.6554295823874335,0.8829990758758426,0.2787209698393317,1.3098501806984684,-0.3128026749602999,-2.5776732256993706
#2角F层二次风调节挡板位置反馈,-0.09180597900447363,1.383149144933372,-0.5775158545673935,-0.8091680814359344,-0.1233834884375489,-0.5167041163340039,-0.4713186679682937,-0.4097172050795964,-0.7214396501570496,0.2089650552251751
#3角F层二次风调节挡板位置反馈,-0.10789059749614581,-0.33903360114109227,-0.12948717702936077,-0.32531038305807797,-0.3117090787826187,-0.5467464351162957,0.09511247907533987,-0.12380935558772199,0.24914690175980003,0.0895884094523232
#4角F层二次风调节挡板位置反馈,0.07316647195011461,-0.2890676143488323,-0.039003063760283244,0.18963608278147667,0.07966190337186464,0.26127376192047536,0.3383651522759838,-0.423557129895606,1.09726654435765,1.6741545951824488
#1角EE层二次风调节挡板位置反馈,-0.24444917952024847,-1.877616651361103,-0.9692977188816032,0.6464879308619051,-0.3392960243432046,0.9331623058598106,0.04557056657975407,-0.7692753471387951,-3.835139440647838,0.5210817310679664
#2角EE层二次风调节挡板位置反馈,0.46579469684258634,-0.44475212208185916,-0.04266079622997791,-0.06549565794933422,0.04394766741412834,0.25300357042481547,1.093372456631653,0.7590323993411962,-0.05654937487357044,0.282512930876555
#3角EE层二次风调节挡板位置反馈,-0.23092034367791328,-1.460113757488529,-0.5570542639747841,-0.3422141250992233,0.23509167551194765,-0.11132924707539127,-0.17041613156386357,-0.27360869638458835,1.6878444414112905,-1.1699570294393737
#4角EE层二次风调节挡板位置反馈,0.5340032920681375,0.4675115999937329,0.336160509622102,-0.6765935097569127,-0.440883545898107,-0.7138101702677482,-1.4927200569348553,0.16146889664336217,-0.3352729109911019,0.7436881362204336
#1角E层二次风调节挡板位置反馈,0.006454085703509912,-0.09461483380792883,-0.28914873303632027,-0.32100534066079484,-0.14305380950966362,-0.24977660228526927,-0.20159642369429026,-0.058830839440451206,-0.1381636656555929,-0.5313583336672735
#2角E层二次风调节挡板位置反馈,0.09084946357657006,0.1066064880850678,-0.11481451496467099,-0.04615152750529721,0.026746049222081937,0.033297883686164084,0.22159452416919773,-0.21135128098799955,0.3935643617551684,0.4964879444441799
#3角E层二次风调节挡板位置反馈,-0.1285302665599057,0.4527806390178382,-0.1228964981576477,-0.08875093124456988,-0.18123736556987205,-0.4854097019540363,0.10219684236075922,0.24313894977718004,-0.2440839932530589,0.14758875425552115
#4角E层二次风调节挡板位置反馈,0.9343485967024996,1.4088391021866635,0.305954096673988,-0.30129928976716785,0.2331069652338793,0.17971757513696224,-1.8895885494326197,-0.038150799318888914,-0.5067547607945384,1.3575683150997198
#1角DE层二次风调节挡板位置反馈,-0.37915046762212945,-1.231595432156866,-0.03415554121458997,0.25631881251658917,0.21965496432330253,0.11563888430523349,0.01852885626848562,0.1586646048517322,0.20583026617525457,-0.20739037425508106
#2角DE层二次风调节挡板位置反馈,0.9947030518681226,8.372286375169057,1.7662286597450563,-0.7658112032723513,-0.27399696119816536,-2.8917185400832164,-0.8764519716488084,-0.6860919868579805,5.854741289352462,-1.5631872360589605
#3角DE层二次风调节挡板位置反馈,0.06822458606620146,0.5889174777815733,0.6626524036800887,1.0831947904563999,0.7475734696162519,1.2055986550255833,0.26090370111588085,0.6352112458667935,0.015852115650406888,1.6891324108256196
#4角DE层二次风调节挡板位置反馈,-0.4076163601744461,-0.05285435466185326,-0.3122073417027011,1.900258182139375e-05,-0.04530228573725727,-0.026405329736269918,-0.12396444276991243,-0.7556003593224477,0.6910228470082616,0.47080426026326616
#1角D层二次风调节挡板位置反馈,0.35661664868819554,-1.1652384754267715,-0.2393601188002838,-0.1601777067110865,-0.3035497011641687,-0.2612603735246614,0.7316401042364592,0.08425770637901775,-1.3065991365584426,-0.11916523904832585
#2角D层二次风调节挡板位置反馈,-0.05738120674957352,0.49564253671123853,-0.24166304527280508,-0.6469810887351607,-0.2911722051129718,-0.6179014128963529,-0.20863976897911957,0.44791379636174217,0.7906409688293345,-0.7959965061755516
#3角D层二次风调节挡板位置反馈,0.011079995653349009,0.006201076365741673,0.24338725900029712,0.36007510294791156,0.13682917833142094,0.3995126065923391,0.6516743320755046,-0.08827473630181501,0.40769911672705245,0.046839324581909536
#4角D层二次风调节挡板位置反馈,-0.15980788848192445,0.5330996876488835,0.5490438018789495,0.48551668895769073,0.5241980145549417,0.6512848494778678,0.23305202893282384,0.0613395106079938,0.33556427881779943,-0.1339105517534604
#1角DD层二次风调节挡板位置反馈,-0.642465028299091,-1.4589460333087267,0.23468631857453714,0.38399471289165116,-0.2289898576930598,-0.07408671797509847,-0.6830745579356088,-0.44808666474792536,-0.09317325881356797,-0.6901278885694877
#2角DD层二次风调节挡板位置反馈,0.34272645649428846,1.392803491147698,-0.5790452678254626,-0.6342751924796519,-0.42713563914208036,-0.517391177106454,-0.48434228425685605,-0.8273445238969254,-0.31352940857767503,0.23504039416288722
#3角DD层二次风调节挡板位置反馈,0.04411612856539926,-0.1914183827752103,-0.2036626634198955,-0.7083182894300633,-0.1314724310044189,-0.39908048927035955,-0.5102642660988189,0.8207717957818375,-1.1516902710514227,-2.4970101297557985
#4角DD层二次风调节挡板位置反馈,-0.004538691302679636,-0.14018453024878702,0.01437454941464162,-0.051377383302991284,-0.03880783844077261,-0.026884402058884344,-0.15505037329741647,-0.03259356606237857,0.0015265380191086496,-0.015866291056379545
#1角CC层二次风调节挡板位置反馈,-0.11530185615798275,-0.9655820184532399,-0.6214400247338246,-0.7839739341496753,-0.20738173134697924,-0.7469695088992321,0.73679957250897,1.2148629463955847,0.13321468519496896,-1.1723649275783214
#2角CC层二次风调节挡板位置反馈,-0.5957238487412282,1.8806406392481172,-0.8066441395925894,0.2928833765543066,-0.8170626257702231,-0.34553871666225966,2.1840344063132116,-1.8801631502414955,0.2226801061794499,2.187445235240807
#3角CC层二次风调节挡板位置反馈,0.1137726631720664,-0.7842643618785916,-0.06345418021775794,-0.048841891993619,-0.17961549024360293,-0.24648601107356644,-0.5477084134522395,-0.04395973549732756,-0.17342130611083126,-0.3593938435798435
#4角CC层二次风调节挡板位置反馈,-0.0888067128593295,0.05695772898298811,-0.027077135955243307,-0.08619104518555047,0.003942267955628905,-0.0975545289372529,-0.11438616396065296,-0.03958597365303891,-0.10156473262509727,0.12791319096808831
#1角C层二次风调节挡板位置反馈,-0.01888709914347643,-0.7649748314201106,-1.2198441530548383,-0.9462178200866745,-1.3841418088885957,-0.8115186460603021,0.29491949722506355,-0.5654277205786093,0.6763619865392279,1.7966971354804724
#2角C层二次风调节挡板位置反馈,0.44563455458479845,0.42820116366024413,0.7150754875721218,0.6598259133504027,0.6573889227938913,0.6324869370603435,-1.163990832184728,-0.4022321876767849,-1.7376500360460185,-0.7166126653712673
#3角C层二次风调节挡板位置反馈,-0.3753116526195935,-0.5478465973702272,-0.07888312903287281,0.15339960001103498,0.018569927677830708,-0.2452268493967115,-0.24146725031452032,-0.22084503654994442,-0.01830813207753075,0.11205341728582827
#4角C层二次风调节挡板位置反馈,-0.23280065070626074,-0.27648883521483125,0.2841794145814889,0.13234900841853725,0.16284130271603858,0.01391749386176613,-0.055389079146818454,0.40275320060510883,0.029941576928623873,-0.9165694827977657
#1角BC层二次风调节挡板位置反馈,0.4188666596853963,-0.7563895853699673,0.07261072374517005,0.21385426673280422,0.3033846229428186,0.5570182774633738,0.07092616042142885,0.15624474034074418,0.0038205783901112296,-0.7078988977561604
#2角BC层二次风调节挡板位置反馈,-0.7840828724866241,-0.5190577754544137,1.021755427326754,0.8575519905749049,1.1960371741572342,1.5593447007409702,0.9806233385267473,0.7429993790129991,0.3221590609581445,-0.5231564795251576
#3角BC层二次风调节挡板位置反馈,-0.24559384204028634,-0.13507905646414886,0.2768669618370074,0.3643080981199949,0.5376357253289769,0.6921143716996006,0.277510190670684,0.13679310455110857,0.045646190995510726,0.33623259955039414
#4角BC层二次风调节挡板位置反馈,0.20177497951681508,0.29062800258187466,0.19285062685768461,-0.02516606562115039,-0.09982208033083557,0.053936859291009574,-0.31625623584915863,-0.06643795512087089,-0.15569760339525257,-0.1117181082602887
#1角B层二次风调节挡板位置反馈,-0.004662390560469978,-0.46224731102326605,-0.5715165452066449,-0.18398858408920724,-0.1718781413116612,-0.4171194897833406,0.09740292106829099,-0.6444779922796472,1.2758502931334594,1.8636297637072659
#2角B层二次风调节挡板位置反馈,-0.0012115413791492502,-0.039521284843134497,0.002742660646460029,-0.0010566886632211725,-0.0035199291457239656,-0.005796281919883628,-0.01816172952526547,-0.0041399353093140075,-0.014777994185108861,0.005718725146355713
#3角B层二次风调节挡板位置反馈,0.23015506281258924,0.795202033358743,0.28791635398013843,-0.3113389792179687,0.0451278280300881,-0.28242618790956237,0.21521451440421951,0.6131693373747852,0.12988323568121662,-0.7356507866109192
#4角B层二次风调节挡板位置反馈,-0.3840198846572309,-0.20245805082995855,0.13485965540526446,0.3122949051543385,-0.006968612919390958,0.6272029305634798,0.09778670236474475,-0.1674056974612401,-1.440583116360452,-1.5952807061712333
#1角AB层二次风调节挡板位置反馈,-0.162417723662233,0.46850624301228677,0.019628465399558648,0.36891978398543135,0.297677812867818,-0.46852370605146615,-0.030458599865391026,-0.689580257666417,2.0417817666546827,0.6277339974145135
#2角AB层二次风调节挡板位置反馈,0.033642105896365654,0.0003455678277070502,-0.04374301406644357,-0.06842675591292983,0.0015891279646654544,0.04018407850442158,0.3610049255286048,0.16232034997535078,0.19333371146955125,-0.03203354969285602
#3角AB层二次风调节挡板位置反馈,0.047058246442947246,-0.6624283766606868,-0.38278734353373944,0.07377274015587149,-0.25768868548411966,0.32516155750740455,-0.6261330718370595,-0.31751713249733854,-0.09933960414966324,0.7689200870331209
#4角AB层二次风调节挡板位置反馈,0.17473669250175078,0.2597353060101858,0.24275286110199445,-0.4315681935133117,-0.25430662209772253,-0.5770234691300458,0.4597936631066242,0.8057118375314919,-0.17338234554522375,0.05315860983589395
#1角A层二次风调节挡板位置反馈,0.6621264680740082,2.557005384961474,0.6892180572954776,-0.5984170883739247,-0.20222829190673697,-0.5515832934724518,-3.500885822664969,-0.27430888956658966,-1.2340627756347184,-1.7334896313325698
#2角A层二次风调节挡板位置反馈,-0.5391703775195414,-0.5056120298474631,-0.07779188531145695,-0.031573765204197635,-0.04624130877682352,0.09332403562338715,-0.08155781815096658,-0.3953631371718538,-0.30218959739593865,0.08431667750510075
#3角A层二次风调节挡板位置反馈,-0.1928176301936969,-1.2102200102009064,0.018019171730302895,1.149727872308584,0.4557458165290431,0.8127847247700357,3.551973159251913,0.1876403527775773,1.476485215504649,2.0204734475901547
#4角A层二次风调节挡板位置反馈,0.05546065173379828,0.09985109575748836,0.062497803880675225,0.041588651010006535,0.043166403836174906,0.06054785918482221,-0.1557376867719568,0.016307608128145523,-0.16435391148579281,-0.14957260325215654
#1角AA层二次风调节挡板位置反馈,-0.25489916690717634,5.374799975493249,-0.29510348376469575,-1.7385255103679855,-1.6604962017561622,-3.9734040916599263,-2.603318263507706,1.0595789598969454,-0.9645596224954834,-3.5931186221497526
#2角AA层二次风调节挡板位置反馈,0.2576295899826774,-3.7519252252176556,0.18702360778031682,0.8862276638026251,0.7833537617442702,1.7522602726817764,0.9464762224039186,-0.5589702347864289,-0.3555930480684959,0.5836505339688238
#3角AA层二次风调节挡板位置反馈,-0.027447777406070326,-0.3513382570076707,0.19340637739105201,0.4054704813285849,0.22905470723566101,0.5174130647855509,-0.2078462919821683,-0.009520408009310338,-0.2279013701139433,0.44765916053261146
#4角AA层二次风调节挡板位置反馈,0.39031180372416885,-1.8495264348609255,-0.007957876844797575,0.6727714084897555,0.6203407624403848,1.7048234805006244,1.7959379051374644,-0.22396383338589473,0.9170042539756549,1.4235756683206002
#1角附加风压,-0.022856490051433836,-0.013036486758457477,-0.0016273784241745345,-0.004042436625572771,-0.002826553949669894,-0.008506193323699326,-0.029742283600166786,-0.008082318467753626,-0.05135106952919166,-0.003339745722485632
#2角附加风压,-0.019875511975461863,-0.0058048882622824816,-0.03178715563956981,-0.0386569105460849,-0.028312960349417327,-0.04086943555027581,-0.004302865159764635,0.005610548594558458,-0.06477902285308762,-0.054454934425909624
#3角附加风压,0.03880011912863909,0.03862264185140857,0.039189201495219095,0.031091013580030982,0.03101388486160775,0.0427055348670497,0.012682354890063113,0.004945803131235067,0.07146790295479971,0.0021453028249189265
#4角附加风压,0.0056889702307392764,-0.01021860098697458,0.0020291639007184864,0.01358829380696766,0.003502079983919798,0.008951798323145826,0.012246586975812629,-0.000812933531023588,0.04022913466330924,0.05604014636664312
A给煤机电机转速反馈信号,-0.024809154736576744,0.01712910368106102,0.010289314764988705,0.01098007200224993,0.013003986819034752,0.017966707507629187,-0.009110209057372809,-0.037380628294134854,0.016377925205109944,0.010616170432491079
A给煤机给煤量反馈信号,0.2993374445841921,0.5527545827507334,-0.07613836435427702,-0.011977001283881877,0.027941361449292913,0.008790283369070652,-0.32845837116146304,0.5576452337366749,0.16388809162174686,0.7446442073159044
A磨入口冷一次风电调挡板位置,-0.03853142311477664,-0.06194191102246281,-0.0633213892789943,-0.0582379915032768,-0.025996926962122635,-0.04922119950958706,-0.001749845399987987,0.0046093567720269235,0.06262802065768797,-0.12461003844786095
B给煤机电机转速反馈信号,0.014945109162152637,0.07317292493006011,0.028389182454101547,0.01833794428060581,0.01810796102071105,0.03166315490713434,0.006828156574912647,0.016750497910524638,-0.03516106391505769,-0.04418652600133932
B给煤机给煤量反馈信号,0.07380312629350545,-0.9121781740897565,-0.19041637447423615,0.22823853565215457,0.07106209785689438,0.030306990931355582,-0.25904764081467985,0.17589434776492888,0.26433553170121143,0.891352159691586
B磨入口冷一次风电调挡板位置,0.03621379366782254,-0.05146870091883668,-0.031253444946654885,-0.03493664933686222,-0.007871775635398225,-0.004295136908076064,-0.005057044189932192,0.004783265779326329,-0.04064567731697727,-0.039236857788635796
C给煤机电机转速反馈信号,-0.047871874864314434,-0.08797557674834888,-0.010322169359909646,0.04243463224330389,-0.0024185129676861095,0.024084527622095647,0.02492507306420469,-0.008301022015586204,0.031019302345649535,-0.04758153700603934
C给煤机给煤量反馈信号,-0.4319068896945805,0.9975232564777343,-0.6516053711739618,-0.9005670221323875,-0.3325856942847551,-0.0933085977523126,-2.643331180485151,0.7301389385504843,-4.016244245954166,-2.0029157850079224
C磨入口冷一次风电调挡板位置,0.18470897353486132,0.801651831521648,0.043886960880055115,-0.04250686481766292,0.08515253494742732,-0.05890239733721559,0.23599149752216714,-0.04353900149912561,0.711876523767304,0.34985113484001085
D给煤机电机转速反馈信号,-0.04567128405851739,-0.18630246372883918,-0.014649198340786512,0.012607300814651501,-0.0324669970042927,-0.04367618202878565,0.053450070472055744,-0.01941108472859629,0.004394775368393389,0.07880457031278892
D给煤机给煤量反馈信号,-1.584942636467731,0.3791395760812592,-0.21959464623050415,-0.043129828136196875,0.21668285804435702,-0.32301188797331887,-1.5926074369215233,-0.4992489312912637,-0.9195149219055677,-1.7247350277587776
D磨入口冷一次风电调挡板位置,-0.02834001498658628,0.0914983417540296,-0.025812314880309432,-0.11145120049146626,0.011076625569176296,-0.19375874239283378,0.13751716709590614,-0.06522302416089264,0.4662480099683557,-0.21857429480201251
E给煤机电机转速反馈信号,0.005060132978062737,-0.09448328828265357,0.011623593588785092,0.02397836627675294,0.01691400596380334,0.028911798342917502,0.08513230458719698,0.020412712723852394,0.07012569469100124,0.016784406535809177
E给煤机给煤量反馈信号,2.7408060107748895,3.28950065768606,0.8516132159181364,-0.6038835174430932,0.2055394472433535,-0.5630136936769381,1.8540095495089874,-0.3747864414773336,4.189966915404087,2.163951027293746
E磨入口冷一次风电调挡板位置,-0.07034797112452906,-0.213131904202551,0.08141149462456089,0.1808040514610239,0.07428486693326163,0.19545083171096722,-0.016503591119572045,0.10258820466095982,-0.47095435017074716,-0.04006655975414389
F给煤机电机转速反馈信号,-0.018701325182712225,-0.02971715986502005,-0.03725629147866691,-0.030416467807125036,-0.018797050461910797,-0.03097445014529776,-0.00832869279786716,-0.03883239084147788,0.049541041601116276,0.0795746740192031
F给煤机给煤量反馈信号,0.25443622325767995,0.6317876962595829,0.49961296159004126,0.19787187425873162,0.0502539504035803,-0.002905712388346398,-0.9214271722797418,0.9570377746339148,-1.3853506121155061,-2.911750644384757
F磨入口冷一次风电调挡板位置,0.0085318763423404,-0.03444622893787769,-0.032614500843322375,-0.03878748827899975,-0.07687816096127001,-0.020826095841548264,-0.0705093611410686,-0.03826878186852236,-0.19059211938783283,-0.39545929409245856
A磨入口热一次风电调挡板位置,0.03784851354124774,-0.4117654635129815,-0.44023879632911084,-0.40424777646340493,-0.278210447876032,-0.45284976642026614,0.19281993654306262,0.2541918068244764,0.2804520930964173,-0.2691967229775041
B磨入口热一次风电调挡板位置,0.02011000327268353,-0.031159247868735862,0.030517584096656114,0.02221113576584241,0.015473640544941616,0.015196286221768218,-0.09899742923396575,-0.04915835595420267,0.028501852116503745,-0.008844962536477236
C磨入口热一次风电调挡板位置,0.004056849282632645,-0.12201764378593537,-0.060298624177095056,-0.12401646284921898,-0.00122479908180193,0.08664643189141406,0.44415412406405524,0.2259793256778183,0.14554369338620557,0.08894387370933374
D磨入口热一次风电调挡板位置,-0.9682316913591117,-0.36701276277838396,-1.8549283146724163,-0.7585105915993934,-1.033413186281661,-1.1919373101899056,-0.8214191284099283,-0.8346966015059798,0.05240083970749709,-0.6984595382330865
E磨入口热一次风电调挡板位置,0.04228557880781415,0.13338809086021466,0.12650041702017753,0.29551753803718817,0.17405145210943723,0.3547125777551494,0.08866613851556533,0.14111267389637278,0.20453922929253104,0.4123102993806292
F磨入口热一次风电调挡板位置,-0.10062829263755745,0.06610069269849733,0.4388775412216879,-0.017923451916322067,0.11594834721382674,-0.13123055079946203,0.08932725509862705,-0.051300425396972445,-0.22668428413574607,0.008558302633687377
省煤器出口温度2,0.3699643935844257,1.0700753608361921,0.5549411426488631,0.5202823107320069,0.6485191402962445,0.7865400268991017,0.7713769085817479,0.5894027017768918,1.2181649808055666,1.1899852630507597
锅炉负荷,-0.4014042298511009,-0.5323859864564576,-0.25714329040616896,-0.6049692444368784,-0.4353502055267155,-0.6800173615424204,-0.4185167801448395,-0.056380399825569416,-0.6701076768542356,-0.3174512838684013
主汽压力,0.5985168218043796,-0.6560921212839046,2.705601950534328,2.7497606363136073,2.800809529720167,0.7023203072049256,5.9632471816480415,4.103196369167836,10.659303677938867,0.6677959197449216
再热蒸汽压力,-29.632066565420175,-9.945824347862468,5.750792129980155,1.5629093966225402,-0.6863967199122414,1.4848384846599478,-4.573954485653644,-5.465053479847319,-46.22710882942273,-13.62888848321402
主蒸汽温度,-0.06571467598403721,0.12577122878884714,0.2848281243408228,0.3344994068653868,0.32278789752215215,0.3309535123843935,0.2858600316817991,0.12384791332552289,0.3997202329874914,0.4422439711144609
再热蒸汽温度,0.26336502045266824,0.11165820082340018,0.06303660185779528,0.14675264859910686,0.1329315571496858,0.24050265737608437,0.16308696557080438,0.0931488256311059,0.08690022602895907,0.16229730151378047
分离器出口汽温过热度,-0.31683213754047407,0.39245300813922795,0.20723936160898815,-0.0334692766343164,0.25533318747376493,-0.15433974384954552,0.517945919483835,0.3645657818490736,0.9665597855433462,0.004006947868817674
分离器出口汽温定值,0.5135376654562033,0.20983316781986985,-0.02122901111372942,0.19469681243930298,-0.16079262514115966,0.34759304663982005,-0.4771907843519948,-0.3289050590703235,-1.2731371976713368,-0.13038425093467818
水煤比,1.3003252949632187,-16.05466357748218,-11.599575570412416,-1.2877528824803361,-3.1891532553761293,0.9426934511993237,-9.740012646428614,0.3950107985799896,-3.9439206558468944,-14.9066012462694
主蒸汽流量,-0.02161749904314597,-0.0468050809757445,-0.0005405028749805862,-0.013264868073243702,0.003991597236811681,-0.020463446959187837,-0.014991085143006335,-0.006691358895266376,-0.10071098052938965,-0.1878745143324561
炉膛压力,0.0020009757673281198,-0.009258432357920302,0.005207138595910315,0.0036099845646205397,0.009178635539891754,0.0031674665878724494,0.0020602309339357652,0.0034818087287735947,-0.0018649570611429037,-0.007250561287874477
炉膛与风箱差压,0.02297759546882494,0.032966593426215995,0.01499375999671787,-0.0076823154196896115,-0.002450153440987868,-0.0077382001380511545,-0.0015534639225702196,0.013296634780705474,0.012686007227352192,9.968670473203822e-05
A1风粉一次风速,-0.0014953883414595623,-0.0028835259440252586,-0.0021301440295655623,-0.00040529949920442565,-0.000755549114919471,0.0002010594313194905,-0.012609103735462764,-0.011386433281611109,-0.010616462093307043,-0.00664804488836139
