"","id","id2","comm_time"
"1522",6894171358,45221134,2.27
"1523",1445507521,48045590,1.87
"1524",1445528129,90342034,0.8
"1525",6870071496,46166431,1.33
"1526",6844329955,54249509,3.85
"1527",6870281448,93987073,0.83
"1528",6862642308,58614726,2.42
"1529",1445552307,90578005,8.07
"1530",1446288600,34192122,2.83
"1531",1445542089,47054652,1
"1532",6861919145,71795270,17.17
"1533",6809968357,37961882,11.77
"1534",6877354043,46186107,7.2
"1535",1446424278,40094066,40.88
"1536",6870703614,33348789,7.67
"1537",6865508675,6369598,2.8
"1538",6878528574,35570872,0.38
"1539",1445515044,54225880,0.5
"1540",6867619843,6700598,14.1
"1541",1445625029,77251415,9.95
"1542",1445549626,1079957,0.68
"1543",6870593101,35353523,65.4
"1544",1445496132,69134646,1.93
"1545",6863934003,16523167,7.48
"1546",1445517684,44667130,0.6
"1547",1445743109,51717423,0.73
"1548",6868451970,6706269,2.07
"1549",1445906573,44973394,4.83
"1550",6804614840,96164395,0.52
"1551",6823853863,61559743,13.48
"1552",6879222866,38506068,177.73
"1553",6878026588,89737582,0.28
"1554",6833577747,968166244,16.07
"1555",1446695112,63513090,8.08
"1556",6872327275,57821544,3.12
"1557",1445980026,31935694,6.82
"1558",1446684693,496533,10.1
"1559",1445558639,63513407,0.72
"1560",6853685478,96850958,11.17
"1561",6884248383,52102656,2.43
"1562",6831297000,62517773,1.07
"1563",6815836189,7347288,2.12
"1564",1446475324,3392814,26.05
"1565",1446287201,43572722,2.4
"1566",1446369447,94150719,6.13
"1567",1445825323,35131333,5.03
"1568",1446460011,51723975,6.83
"1569",6801600782,57488175,8.53
"1570",6847638204,65144517,50.38
"1571",1445555811,34392274,1.8
"1572",6803638313,35389738,9.07
"1573",6835589052,90020489,1.97
"1574",6883383969,82000893,15.02
"1575",6868499141,50342442,32.08
"1576",1445546956,40299495,3.88
"1577",1445498869,20537644,3.97
"1578",1445699313,56484944,0.5
"1579",6835562224,63532197,0.97
"1580",1446329927,58545704,1.7
"1581",1445486877,37934947,10.03
"1582",1446464660,94661167,8.1
"1583",1445522466,76137498,2.23
"1584",6845323784,40302995,23.37
"1585",1445554803,12074919,31.25
"1586",6824874876,68499,2.78
"1587",1445556618,56837350,0.37
"1588",1446471092,55702742,2.65
"1589",1445541537,63534413,10.42
"1590",1445769260,55318066,22.22
"1591",1446528952,31058140,0.35
"1592",1446577090,80664765,23.32
"1593",1445740916,93979818,1.45
"1594",6804637966,43555677,0.3
"1595",1446402428,87702,4.1
"1596",1446578635,96824467,2.28
"1597",6832313977,45900523,6
"1598",1445523096,66125679,0.93
"1599",6804941850,82442,5.57
"1600",6846964642,1749387,16.73
"1601",1445502714,85530299,0.47
"1602",6863229908,11077513,11.33
"1603",1446170328,374991,5.27
"1604",1446081713,6415865,1.87
"1605",6835628298,19180609,4.62
"1606",1449691139,749016173,1.53
"1607",1446722318,12077888,35.22
"1608",6875999625,11250231,13.7
"1609",1446152735,40092528,2.13
"1610",6873568235,57389582,20.25
"1611",1449783847,52191071,1.83
"1612",1445557499,57245581,0.33
"1613",6846972246,45116942,9.02
"1614",6868392639,13524724,7.48
"1615",6811123780,760717610,5.18
"1616",1445557969,67730482,0.35
"1617",1446215688,96819133,2.02
"1618",1445543536,35319434,2.43
"1619",6824605291,96833595,1.92
"1620",6893240737,60079722,2.18
"1621",6893361910,88026662,0.28
"1622",6814624432,96819888,13.57
"1623",1445494616,94691991,0.5
"1624",6845888367,81588560,3.28
"1625",6810621529,78202256,7.02
"1626",1446031639,98068563,0.4
"1627",6853081026,59923689,1.17
"1628",1445551311,98077158,1.45
"1629",6831521966,95647558,8.98
"1630",6856085779,54438615,0.98
"1631",6806844203,98605867,2.52
"1632",6804589973,82010766,5.52
"1633",6888745610,89743480,1.62
"1634",1445745526,10541,1.17
"1635",1446123148,87276245,9.92
"1636",6804600045,80121566,5.18
"1637",6846173114,16840,0.92
"1638",6815400358,82024352,0.8
"1639",6825011800,26697,7.72
"1640",6819913947,94491890,1.4
"1641",6894383404,35132539,32.08
"1642",6813329606,46171593,1.6
"1643",1446087937,13140,6.65
"1644",1446193090,94693188,0.52
"1645",6884268434,54433328,6.23
"1646",6859255709,57251041,10.62
"1647",6849842297,72768524,0.85
"1648",1445498707,82616596,16.68
"1649",1446257572,14634867,5.95
"1650",1446367967,80680620,0.17
"1651",6868553780,72705926,1546.73
"1652",6846258294,16326738,113.7
"1653",1445520617,11032383,23.73
"1654",1446159440,62179648,1.77
"1655",6838681010,48241796,4.08
"1656",1446077894,52104265,0.65
"1657",1446181957,29145974,2.37
"1658",1445496338,60607599,28.03
"1659",1446571296,51717876,0.9
"1660",6876847863,62541463,6.03
"1661",1449775626,63531955,4.6
"1662",6857807672,97351751,12.97
"1663",1445532076,83433614,26.75
"1664",1446172973,52107065,72.57
"1665",6813425973,88896745,6.62
"1666",1446460105,25933240,2.28
"1667",1446086953,44766509,11.57
"1668",6848150817,79214406,5.03
"1669",6838939983,62032419,26.58
"1670",6846072029,63538366,6.35
"1671",1446469603,87697809,2.5
"1672",1445618718,54380684,3.97
"1673",1445492760,11051766,4.45
"1674",1445554498,54767329,1.42
"1675",6871182002,44742483,0.37
"1676",1445524221,26860731,10.18
"1677",6829866303,52345951,1.82
"1678",1445559738,40384142,7.93
"1679",1446466986,46168799,4.32
"1680",6861574014,13003479,7.73
"1681",1445963199,60294,3.02
"1682",6886181531,71795926,9.42
"1683",6876092959,54228147,1.38
"1684",6884793540,58545995,1.43
"1685",1445755030,96190392,20.82
"1686",6840145728,98079382,20.02
"1687",6823722529,98613416,2.13
"1688",6876752303,58618629,0.38
"1689",6853024590,97362836,20.83
"1690",6876680687,90342059,19.75
"1691",6845784775,84348748,5.07
"1692",1446681781,57255110,4.97
"1693",6844439060,40092185,5.98
"1694",6855874084,38886000,1.3
"1695",6889211758,62504402,0.23
"1696",6876075354,87118020,0.7
"1697",6874566669,58202196,6.07
"1698",6851844099,16552975,1.87
"1699",6812548365,495443940,0.17
"1700",1445543793,98609547,8.4
"1701",6880997935,71794053,0.27
"1702",6874282544,61538664,0.53
"1703",1445717032,40090313,1.85
"1704",6802992643,68364572,19.1
"1705",6819375638,61534996,0.2
"1706",1445619078,94487921,3.77
"1707",1445766768,83449252,14.22
"1708",1446543549,73302868,1.13
"1709",6868328732,73459468,5.75
"1710",6853355129,65255482,45.27
"1711",6816403032,94690823,6.28
"1712",6893581213,59690300,0.78
"1713",1446268484,9780391,0.53
"1714",6860779312,20516091,6.45
"1715",6861687412,34821304,30.08
"1716",1445539170,63507415,2.62
"1717",1446401412,84345594,3.17
"1718",6842732089,40095547,0.57
"1719",1445548262,46198999,43.15
"1720",6850810382,53412070,184.83
"1721",6894730437,29147793,66.82
"1722",1446348464,55083812746,25.92
"1723",1445595977,40299272,0.4
"1724",6870795175,87834800,40.88
"1725",6865541216,40711381,3.5
"1726",1445551671,79483294,19.45
"1727",6836827332,96174467,12.82
"1728",6824537733,27759754,37.67
"1729",6804609054,65243459,0.23
"1730",6810886694,93970755,6.1
"1731",1445788739,17706848,1.58
"1732",6871983374,59919651,2.92
"1733",6877427392,59919659,0.3
"1734",1446541147,77799901,1.23
"1735",1445548207,98062591,40.1
"1736",1446286136,87678997,4.43
"1737",6859514008,87259102,0.47
"1738",6834901827,73080304,7.17
"1739",1446207695,31481794,3.98
"1740",6824794902,57789214,10.92
"1741",6884269996,50650264,53.25
"1742",1446548874,16193,0.77
"1743",1446397202,92169991,23.65
"1744",1446036018,49262295,30.9
"1745",6849438199,63050260,3.4
"1746",1445823738,7448270,19.68
"1747",1445538835,53657897,0.33
"1748",1446296856,51696348,8.93
"1749",6882764238,54438833,1.9
"1750",6853124732,409,9.7
"1751",6804613120,92170240,1.05
"1752",1445540324,63068002,6.18
"1753",1445632385,83262004,6.73
"1754",1446045800,31496414,0.58
"1755",1446178982,57006010,0.63
"1756",6871164828,88885801,1.92
"1757",6853129027,7143027,4.85
"1758",6856130518,65215426,2.23
"1759",6883776250,51531431,23.67
"1760",6804671275,45658478,3
"1761",6858067689,31970644,2.95
"1762",6831784566,20655935,3.05
"1763",6876649046,967899020,2.65
"1764",1445557399,371034,0.33
"1765",6834773836,85289976,1.87
"1766",1445824285,31509766,2.92
"1767",1446398262,12061873,0.2
"1768",6857803860,70842860,0.3
"1769",6858530417,27726201,4.48
"1770",6819297747,41271,1.87
"1771",6830755963,74925267,90.87
"1772",6840110046,57804485,1.23
"1773",6894468425,51724294,2.92
"1774",6889136664,83812746,4
"1775",1446393922,63287,1.88
"1776",1445772134,8664782,9.12
"1777",1446123648,18811378,0.43
"1778",6844953193,9763941,3.18
"1779",6857825678,15107086,238.82
"1780",1445528079,40087123,19.43
"1781",1446402120,46175078,12.42
"1782",1446179900,73471364,14.37
"1783",1445551911,122433146,2.97
"1784",1445546592,93263979,6.63
"1785",6840549932,43925,0.6
"1786",6842134084,48033055,1.83
"1787",1446239589,700276,6.73
"1788",1449486508,95680179,0.6
"1789",6829617200,8620546,3.52
"1790",6820964433,70828549,0.18
"1791",6876896937,56443900,3.33
"1792",1445675617,46176183,0.92
"1793",1446064715,82003251,2.52
"1794",1445482947,19162150,13.05
"1795",6876056824,98731350,2.78
"1796",6879478108,80849914,17.3
"1797",6828529138,65249379,2.95
"1798",1446133360,362685,1.58
"1799",1446196213,62797988,0.35
"1800",6808534593,95653708,75.52
"1801",1446444711,49984064,3
"1802",1445811928,22115166,0.4
"1803",6863674350,82007218,12.7
"1804",1446351862,63538371,1.37
"1805",6891907617,55083131272,1.1
"1806",1445492027,99752050,0.8
"1807",1445532464,87567652,8.03
"1808",6821244016,70828645,234.82
"1809",1446184631,91918890,7.85
"1810",6852866209,7211431,29.75
"1811",6872826420,24,9.17
"1812",1445750534,88892867,0.32
"1813",6844399449,83636314,7.48
"1814",6858122235,95661967,7.32
"1815",6858263484,97349457,1.98
"1816",6877218681,27559625,14.15
"1817",1445862176,57790223,1.78
"1818",6888483139,73465625,12.48
"1819",1446059833,68940,11.98
"1820",1445508844,38073242,10.22
"1821",6881087254,71788672,1.73
"1822",1445550634,78206228,1.67
"1823",6804610549,7270584,0.47
"1824",6845227234,55651000,8.55
"1825",6851149249,45692926,0.73
"1826",6876841660,55907522,19.95
"1827",1445937151,67260194,8.43
"1828",6889681216,33893995,4.67
"1829",1445698782,497640122348233,66.82
"1830",1445559577,52791581,1.42
"1831",1445501682,63597177,3.03
"1832",6823803161,39427150,10.05
"1833",1445559899,78214642,39.18
"1834",6861194251,44739855,6.78
"1835",6877410930,335052,3.2
"1836",6807519630,63608429,1
"1837",6803636186,73446947,6.8
"1838",6892736056,42385586,34.38
"1839",1445624172,94486135,2.1
"1840",6885638636,61951920,3.58
"1841",6823076963,85520401,1.62
"1842",6815095736,36667300,18.45
"1843",1445548190,79232254,8.02
"1844",6894148600,31477607,9.02
"1845",1449704030,45663430,3.1
"1846",6870966345,29236,15.5
"1847",1445536597,62186080,4.92
"1848",1445701014,65632147,2.35
"1849",6866876899,6862942,1.87
"1850",1445710987,65220239,1.48
"1851",1445795494,37925172,8.85
"1852",6855988826,9773509,5.95
"1853",6884872032,44614069,2.03
"1854",6843159194,79220164,25.17
"1855",1445534454,84348415,3.58
"1856",6804050793,70828566,14.37
"1857",6895712220,59403202,7.38
"1858",6817783547,1355895936428,3.7
"1859",6869689849,12848282,12.07
"1860",1445828664,93331420,8.22
"1861",1446098226,73480194,1.72
"1862",6894307800,12848915,1.38
"1863",1446237043,23258578,4.32
"1864",6844441546,45681257,2.17
"1865",1445535340,56731209,23.18
"1866",1445961377,81978846,39.73
"1867",1445556070,375384,3.65
"1868",6842084666,98074111,2.18
"1869",1446049782,97350900,24.82
"1870",1445628213,82948492,34.87
"1871",6837983782,59909485,8.95
"1872",1446412170,88034,3.08
"1873",1446144719,35136946,1.87
"1874",6891892340,96819926,0.88
"1875",6856585057,94491117,3.83
"1876",6877681748,20218306,0.12
"1877",6875932936,12713746,3.58
"1878",1445719730,40096342,1.38
"1879",1445653331,57784638,4.58
"1880",6891907617,71796637,3.22
"1881",1445540324,57197578,14.77
"1882",6836444330,98063342,2.8
"1883",6803069388,46186776,30.47
"1884",6867191106,37919995,7.63
"1885",6887922020,46193452,6.52
"1886",6831526717,73446180,0.52
"1887",6867374750,91800892,9.43
"1888",6838681010,63554882,0.92
"1889",1445935649,96825991,6.93
"1890",1445777374,62201227,0.13
"1891",1445527342,10244534,16.55
"1892",1445528853,44424440,1.12
"1893",1445756891,34189723,4.1
"1894",1445683272,96204591,2.55
"1895",6890303302,51351539,3.23
"1896",1445539405,95684727,1.05
"1897",1446381973,51691088,1.1
"1898",6819403196,59371686,1.82
"1899",6840454906,81549348,3.25
"1900",6813272961,7439580,25.03
"1901",1445826135,3629101,11.87
"1902",6842544151,70824656,1.47
"1903",1445551047,96842077,3.73
"1904",6802847491,46325147,1.85
"1905",6861835092,57128435,2.3
"1906",6863610602,86565003,1.52
"1907",1445490668,40419715,0.8
"1908",6854732676,53647905,1.45
"1909",1445518666,94388063,6.07
"1910",1445495688,61719690,0.15
"1911",6836431363,13316314,0.43
"1912",1446063803,92659,0.38
"1913",1446361285,8,0.68
"1914",6853915085,57033167,0.55
"1915",6853821505,37919562,2.53
"1916",6885936431,95689753,8.5
"1917",6868798472,65075644,0.55
"1918",1446040922,6941879,0.7
"1919",1445553213,62532797,23
"1920",6801062070,97151734,2.43
"1921",1445602144,11,1.8
"1922",1445832944,96834433,1.1
"1923",6816356842,90338981,6.03
"1924",1445510329,70837138,0.73
"1925",6875494893,21057585,2.9
"1926",6877614250,51722797,20.35
"1927",1445527052,57569337,7.35
"1928",6829578460,98063668,19.1
"1929",6892126055,45548340,0.92
"1930",1446246303,46187131,1.45
"1931",6820102554,84353977,35.57
"1932",1446579398,28047,19.37
"1933",6801406593,65618511,5.5
"1934",6813034392,96843482,6.15
"1935",6834931503,67237606,0.52
"1936",6867674344,79482538,0.62
"1937",6893287182,82483786,123.03
"1938",6845815421,63534589,1.68
"1939",1445539988,34070041,6.1
"1940",1445551798,87250721,7.95
"1941",1446248643,30535728,0.83
"1942",1445772134,55602602,11.92
"1943",1446026743,46195064,2.43
"1944",1445529976,50004930,1.13
"1945",1446391879,45676982,0.82
"1946",6801641914,96205086,43.5
"1947",1445711106,98067040,2.18
"1948",6804229306,74197113,108.98
"1949",6858228162,26163911,17.67
"1950",1446404184,34351038,1.95
"1951",1445701493,46876150,6.65
"1952",1446540977,80797826,3.02
"1953",1445489948,98076510,3.85
"1954",1445556536,46204045,25.47
"1955",6848882855,56846420,1.62
"1956",6804593802,79491699,1.25
"1957",6821002543,6336240,3.87
"1958",1445526903,17622882,0.47
"1959",1445527130,380489,3.68
"1960",6857005465,54759917,3.38
"1961",1445837267,38323560,34.27
"1962",6893220383,96832422,4.37
"1963",1445930248,40209252,79.77
"1964",6843908495,29136599,31.72
"1965",1446558343,46242203,1.52
"1966",6838949283,92656980,4.72
"1967",6869409751,63521229,3.65
"1968",6868401685,95467041,23.58
"1969",6845719268,51705098,9.28
"1970",6889856748,524871240,9.7
"1971",6846853682,1723384950799004,50.8
"1972",6834803535,58616569,9.53
"1973",6827215581,34352943,27.2
"1974",6840145728,96184517,1.02
"1975",6885143012,66113992,11.22
"1976",1449691539,67786994,31.05
"1977",1446171428,66114250,1.88
"1978",1445555698,45864818,2.68
"1979",6857655622,29136911,0.63
"1980",6818748433,6703221,0.67
"1981",1446563607,54247378,22.12
"1982",6875741121,80623057,0.62
"1983",1445489178,57023097,2.22
"1984",6866896332,49691674,1.18
"1985",6850599011,51323490,3.17
"1986",1445731809,45679307,5.48
"1987",6882438319,98054615,36.43
"1988",6863241025,79241334,9.05
"1989",6878542773,54274474,22.3
"1990",6858345430,34889802,2.1
"1991",1445557821,184230933,20.73
"1992",6838685584,55162068,37.8
"1993",1446466429,65872341,5.68
"1994",1446228852,78207454,12.3
"1995",6877983756,11019877,18.48
"1996",1446477570,74930963,2.42
"1997",1445539771,46186115,18.63
"1998",6850469282,46522311,6.63
"1999",1445546976,59915954,1.87
"2000",6893916347,6360124,0.45
"2001",6881732098,65238262,1.38
"2002",6807989440,30533510,2.52
"2003",1445528479,80634181,6.17
"2004",1446197589,96195004,31.65
"2005",1446689893,10829631,24.6
"2006",6881682050,56612753,0.42
"2007",1445540277,21856842,3.05
"2008",6894402800,53083911,70.1
"2009",6840279284,40091102,14.75
"2010",6878733666,53037312,9.17
"2011",6868859816,40099443,0.58
"2012",6875744320,52346321,0.67
"2013",6860200554,94700080,2.23
"2014",6893275440,9518363,0.23
"2015",6804607507,82002028,0.83
"2016",6825819021,66323146,39.87
"2017",1446049003,84004227,1.35
"2018",1445934200,46203121,4.8
"2019",6837353519,40413486,1.92
"2020",6878143712,73449450,3.43
"2021",6874319240,45644901,18.8
"2022",1445845352,87558786,25.25
"2023",6840871687,98613895,12.23
"2024",6859349434,27807327,8.65
"2025",1445545690,89207759,2.8
"2026",6876366581,11044251,0.83
"2027",6875670739,62507841,6.82
"2028",6842066825,62017084,0.6
"2029",1445548853,37922501,4.33
"2030",6858222773,46180426,4.7
"2031",6868857986,19165368,0.3
"2032",6855366576,37957050,2.9
"2033",1445812823,35310368,3.78
"2034",6865729694,57034407,0.18
"2035",1446702793,54288913,0.33
"2036",6893230956,63589071,8.95
"2037",6893130114,73477913,0.52
"2038",6874533768,50479921,0.67
"2039",1446161385,63591599,0.62
"2040",6886540004,96102531,4.6
"2041",6844329955,82025194,3.03
"2042",1445935303,59923757,0.88
"2043",6839916222,26614303,3.62
"2044",1445633112,58621690,3.07
"2045",6829850660,57788999,0.43
"2046",1449695922,80660325,0.32
"2047",1446177170,57092153,1.32
"2048",6893301661,71438967,17.35
"2049",1445526471,81999423,0.93
"2050",1445519691,34346654,0.2
"2051",1445719143,59227368,5.08
"2052",6811612865,4683812746,1.88
"2053",6882351923,83862415,2.55
"2054",1445490727,3343894,1.8
"2055",1446570282,3039,0.48
"2056",6868572236,82054214,2
"2057",6801450285,45563225,5.38
"2058",6858522746,56437452,1.13
"2059",6876161103,26197266,1.18
"2060",6890069843,59368340,3.85
"2061",6836681582,63591100,3.43
"2062",1445526751,40094152,2.47
"2063",6819024442,33826025,11.27
"2064",6889599182,79488582,2.78
"2065",6817262136,43989110,2.6
"2066",6881970266,73469301,2.43
"2067",6876359974,73049958,1
"2068",1445874467,98073546,2.3
"2069",6891590943,1748410,5.65
"2070",6863937174,57801824,31.6
"2071",6870489826,29,2.48
"2072",6859344585,70847237,1.5
"2073",1445797358,183053993,1.43
"2074",6811612431,58505651,13.03
"2075",6823065201,40360,4.27
"2076",6831051516,55020866,1.08
"2077",6880757680,98032538,1.7
"2078",1445813407,35328205,0.82
"2079",6862850804,74997427,0.9
"2080",6876769062,77262641,1.28
"2081",1445548466,33735577,3.08
"2082",1445745511,73077989,3.58
"2083",6844195503,8448589,15.38
"2084",6883179270,28330466,22.77
"2085",1446291371,29776148,18.1
"2086",1445548358,45666235,2.87
"2087",1445744017,96814806,2.1
"2088",6846058317,79489989,56.65
"2089",1446280801,25792166,1.37
"2090",6842894015,70857491,0.53
"2091",6870803337,66476198,0.63
"2092",6810409003,6704844,11.58
"2093",1445597811,94485851,0.37
"2094",6867374566,71796678,1.08
"2095",6872669159,96163378,3.77
"2096",6868356615,4619080,6.75
"2097",1445790263,57040413,7.88
"2098",6891907766,59571198,53.85
"2099",1445834822,83812746,6.32
"2100",1445817493,31484417,0.32
"2101",1445964413,96429407,2.22
"2102",6840642526,48069593,1.57
"2103",1445540518,63531816,0.42
"2104",6807272372,34190414,13.88
"2105",6893302063,91923154,1.5
"2106",6830969390,64950878,1.67
"2107",1446440413,96832657,3.07
"2108",6803830321,97352423,0.82
"2109",6871959403,93994389,14.52
"2110",6826276878,94486718,7.35
"2111",6810622398,96834746,1
"2112",6856897917,401235015811,0.72
"2113",6888076543,2437468,1.57
"2114",6852897753,30532691,2.22
"2115",6870747732,67849012,13.15
"2116",6891428108,40098195,1.13
"2117",6890051597,82703885,13.47
"2118",1445490890,8591,3.67
"2119",6879019996,63067057,6.22
"2120",1446190558,57775,6.48
"2121",1445812463,73481600,3.67
"2122",6861707393,81984833,20.87
"2123",6819391338,29136196,1.67
"2124",1446215539,96833216,12.18
"2125",1446355530,497640056571333,45.83
"2126",6804612498,79241975,1.62
"2127",1445546605,59914731,3.43
"2128",1445670561,9857370,14.98
"2129",6808987461,6004884,3.87
"2130",1446269047,51707121,5.12
"2131",6835746428,29136735,3.28
"2132",1446727780,8752574,4.22
"2133",6884294809,54389421,2.65
"2134",6811085775,19159328,0.43
"2135",1445549727,16888,1.22
"2136",6848420811,97338871,1.72
"2137",1445531467,95,0.53
"2138",6850884030,86286498,17
"2139",1446310233,45682817,1.72
"2140",1446230951,82006554,1.07
"2141",6862063769,7010058,1.48
"2142",1446151360,56441538,1.87
"2143",6853213903,72728626,5.82
"2144",6851875854,12029660,8.27
"2145",1446352324,32055427,2.05
"2146",6810460584,18779691,10.17
"2147",1445554620,80311459,6.23
"2148",6855918004,96606813,2.77
"2149",6884414821,57484182,102.12
"2150",6880411735,95670966,3.9
"2151",1446438156,4219,0.53
"2152",1446074843,70378340,4.43
"2153",1445549134,57281453,1.28
"2154",6876999862,80665853,0.43
"2155",6875198869,83431386,0.17
"2156",1445499944,64990490,7.8
"2157",6831477340,72705642,75.02
"2158",1446193595,44455226,12
"2159",6866873763,79490640,13.38
"2160",6861983776,77856491,4.7
"2161",1449495416,90529906,1.63
"2162",6804200085,95825081,36.02
"2163",6893351466,42733126,0.73
"2164",6888639069,8934463,0.33
"2165",6845227230,40055427,0.32
"2166",6800936607,7104974,0.27
"2167",6835363855,73472010,1.53
"2168",6852397450,77534907,9.62
"2169",1446724585,95682123,0.23
"2170",1445809907,23169738,2.18
"2171",1449765968,60149047,1.18
"2172",1449771115,57799362,1.68
"2173",6804592601,59908276,0.72
"2174",6892030107,95670079,1.13
"2175",6804602163,98610007,0.98
"2176",6803973038,57276009,1.5
"2177",1445629283,52346605,1.27
"2178",1446142655,63189868,3.27
"2179",1445527162,34345794,5.35
"2180",1445598582,54722446,6.27
"2181",6804613078,4313516,13.25
"2182",6868657788,24,1.2
"2183",6837294179,19135057,0.87
"2184",6855819956,32016520,1.13
"2185",6827195110,95679980,1.02
"2186",6822753790,70439788,1.22
"2187",1445544965,9185303,0.58
"2188",1445543102,21075438,1.83
"2189",6866772780,46207203,0.32
"2190",1446135359,97787540,1.22
"2191",6816786623,6371656,188.92
"2192",6837778003,66116185,0.87
"2193",1446147387,57370617,5.87
"2194",1449543106,46208486,19
"2195",6893238083,34914539,8.73
"2196",6824583747,19279312,1.17
"2197",6804608527,80679036,2.6
"2198",6875197700,59923718,2.28
"2199",6817446676,26619,1.02
"2200",6837620209,26148484,10.38
"2201",1445603374,96180813,0.72
"2202",6821463883,12836957,5.75
"2203",6847638204,65232446,8.45
"2204",6862779623,34963,6.02
"2205",6868869955,58618144,0.53
"2206",1446579075,17992839,0.2
"2207",1446651953,82067925,1.77
"2208",1445649542,55800090,0.87
"2209",1445517663,63539654,16.1
"2210",1449639983,56098150,0.75
"2211",6859327080,13008196,0.22
"2212",6804611518,98074855,0.45
"2213",6890163862,16544875,16.27
"2214",1449553263,55809171,3.08
"2215",1445550803,96837419,0.33
"2216",6832311906,70823209,0.85
"2217",1446468807,57246076,1.53
"2218",1446273332,66290,0.63
"2219",6812610978,51592112,16.9
"2220",1445545427,413,23.52
"2221",1446141773,80175325,2.62
"2222",6852395693,83854800,4.42
"2223",1446077210,40243903,0.35
"2224",1445500642,19286321,1.4
"2225",1449694840,57808183,10.9
"2226",6813404131,82003842,1.28
"2227",6831576671,46187059,4.22
"2228",6886914206,96653498,1.13
"2229",6882681682,43721,1.33
"2230",1446744172,44613432,1.83
"2231",1445544956,40384614,1.43
"2232",1445510807,3855476,1.4
"2233",1445737673,80661387,0.72
"2234",1445503827,1353244577745,1.15
"2235",1445594775,9322652,1.18
"2236",6891778442,53169486,0.68
"2237",1445696964,95659068,7.78
"2238",6860557188,94486399,17.12
"2239",6880559827,85976284,1.18
"2240",6836688855,57213365,1.1
"2241",6886247977,85162839,2.35
"2242",6858477335,79490280,1.78
"2243",6874095614,36916169,0.42
"2244",6816465108,45549993,1.35
"2245",6804614542,30561879,0.32
"2246",6828823392,45461717,26.87
"2247",1445544851,45569654,11.5
"2248",6817323890,96191899,2.28
"2249",1446435256,9157661,1.62
"2250",1445528689,63578795,3.52
"2251",1445767200,61754064,119.98
"2252",1446161105,63597606,18.78
"2253",1445644770,95656134,12.47
"2254",6868323035,80681365,0.38
"2255",6861433904,39964186,6.25
"2256",6879427164,50179970,49.9
"2257",6864675883,6411464,2.58
"2258",6845223136,26359,3.1
"2259",1446647514,57816451,1.6
"2260",6804408137,98034193,17.15
"2261",6817105727,57024446,0.22
"2262",6880639782,73089062,1.53
"2263",6888549043,98035113,5.27
"2264",1446407764,35155460,15.47
"2265",1446325925,96190491,4.88
"2266",6864272740,46161785,32.27
"2267",6841494781,54204187,0.37
"2268",1446196122,70846093,54.57
"2269",1445847794,9373086,13.88
"2270",6889884554,65215822,16.88
"2271",6892218986,45568600,549.92
"2272",1445537060,84352506,1.7
"2273",1445493447,61748631,52.5
"2274",6844313406,70853147,111.05
"2275",6809968248,55598360,0.38
"2276",1446267181,72821159,78.55
"2277",6823774842,40211492,0.38
"2278",1445600790,94486373,2.07
"2279",6836921902,37961018,6.8
"2280",6829309656,34052811,0.92
"2281",1446313919,53236296,10.82
"2282",1446121820,70409760,0.75
"2283",6870498962,23964,0.65
"2284",1446381687,94706983,7.13
"2285",1445549796,83737322,51.23
"2286",1446190942,74000042,6.03
"2287",6844752306,43550133,5.4
"2288",6875029620,62507097,0.15
"2289",6843168032,76419284,46.75
"2290",1446724391,57811863,3.27
"2291",6889293887,337612,4
"2292",6851735889,97598169,6.93
"2293",6844440576,29136618,0.47
"2294",6804595387,92171071,0.27
"2295",1445552605,46196497,4.5
"2296",1445742765,65633315,2.33
"2297",6868883951,73489751,0.67
"2298",1445553807,98051377,1.17
"2299",6840129143,76556558,0.73
"2300",6861031051,97961893,1.08
"2301",1446385524,96192084,3.08
"2302",6867375483,37948317,0.78
"2303",1445553221,45562276,4.57
"2304",1446540771,232982,3.42
"2305",6845464769,340149,9.58
"2306",6837806993,60577743,2.2
"2307",6879019996,18045070,2.62
"2308",6868498926,71790505,3.47
"2309",1446649312,62302915,138.65
"2310",6832315498,67281658,7.63
"2311",6801287018,556827,1.37
"2312",1445839718,71107,0.97
"2313",6803377186,57510393,3.28
"2314",1446148809,83147441,8
"2315",1446270433,56072022,0.53
"2316",6846751491,29136902,1.65
"2317",6804590629,33353474,0.53
"2318",1446138700,51175544,50.13
"2319",1446486919,70834931,0.75
"2320",6881958692,79429443,67.78
"2321",1445688677,46188287,0.3
"2322",1445673836,24634770,0.25
"2323",6878275042,51604787,0.45
"2324",6868924197,2093378,2.33
"2325",6847582609,9505689,0.23
"2326",6887294538,34926650,2.42
"2327",1446236809,98778,0.53
"2328",1445716130,93989437,39.08
"2329",6816131770,94487796,8.78
"2330",6847010887,45556498,0.9
"2331",6858128475,52094850,0.68
"2332",6879227387,51331355,2.13
"2333",1445812463,51615349,1.82
"2334",1446106607,98702802,3.25
"2335",6856833569,44383436,0.23
"2336",1445556865,57262413,0.43
"2337",1449689684,57821944,36.47
"2338",1445599748,94485948,2.52
"2339",6876542227,181164518,1.08
"2340",6819377042,26798730,0.27
"2341",6880210756,82019629,0.87
"2342",6867206250,43992351,14.22
"2343",6830969390,55075863,0.65
"2344",6804593802,63515607,1.65
"2345",6822834835,57785879,1.57
"2346",6849225135,59229266,3.73
"2347",6870797367,40099507,1.2
"2348",6831688432,99058973,403.92
